year,state_abbr,state_name,acres_cropland_idled,acres_cropland_used_for_crops,acres_cropland_used_for_pasture,acres_defense_industrial,acres_farmsteads_roads_misc_farmland,acres_forest_use_land,acres_grassland_pasture_range,acres_grazed_forest_use_land,acres_miscellaneous_other_land,acres_rural_parks_wildlife,acres_rural_transportation,acres_special_uses_land,acres_total_cropland,acres_total_land,acres_ungrazed_forest_use_land,acres_urban_areas,blocks_250k_cropland_idled,blocks_250k_cropland_used_for_crops,blocks_250k_cropland_used_for_pasture,blocks_250k_defense_industrial,blocks_250k_farmsteads_roads_misc_farmland,blocks_250k_forest_use_land,blocks_250k_grassland_pasture_range,blocks_250k_grazed_forest_use_land,blocks_250k_miscellaneous_other_land,blocks_250k_rural_parks_wildlife,blocks_250k_rural_transportation,blocks_250k_special_uses_land,blocks_250k_total_cropland,blocks_250k_total_land,blocks_250k_ungrazed_forest_use_land,blocks_250k_urban_areas,share_of_total_land_total_cropland,share_of_total_land_cropland_used_for_crops,share_of_total_land_cropland_used_for_pasture,share_of_total_land_cropland_idled,share_of_total_land_grassland_pasture_range,share_of_total_land_forest_use_land,share_of_total_land_grazed_forest_use_land,share_of_total_land_ungrazed_forest_use_land,share_of_total_land_special_uses_land,share_of_total_land_rural_transportation,share_of_total_land_rural_parks_wildlife,share_of_total_land_defense_industrial,share_of_total_land_farmsteads_roads_misc_farmland,share_of_total_land_urban_areas,share_of_total_land_miscellaneous_other_land
2012,MS,Mississippi,638000.0,4372000.0,163000.0,168000.0,128000.0,19495000.0,2715000.0,504000.0,884000.0,315000.0,422000.0,1033000.0,5174000.0,30031000.0,18991000.0,730000.0,2.552,17.488,0.652,0.672,0.512,77.98,10.86,2.016,3.536,1.26,1.688,4.132,20.696,120.124,75.964,2.92,0.172288635077087,0.14558289767240518,0.005427724684492691,0.021244713795744396,0.09040657986747028,0.6491625320502148,0.01678265792014918,0.6323798741300656,0.03439778895141687,0.014052146115680463,0.010489161200093237,0.005594219306716393,0.004262262328926776,0.024308214844660517,0.029436249209150545
2012,MT,Montana,3181000.0,12522000.0,902000.0,30000.0,116000.0,18429000.0,47629000.0,8305000.0,3231000.0,6065000.0,850000.0,7061000.0,16605000.0,93149000.0,10124000.0,195000.0,12.724,50.088,3.608,0.12,0.464,73.716,190.516,33.22,12.924,24.26,3.4,28.244,66.42,372.596,40.496,0.78,0.17826278328269762,0.13442978453874974,0.009683410449924315,0.03414958829402356,0.5113205724162364,0.19784431394861995,0.08915823036210802,0.10868608358651194,0.07580328291232327,0.00912516505813267,0.06511073656185251,0.0003220646491105648,0.0012453166432275173,0.0020934202192186713,0.03468636270920783
2012,NC,North Carolina,294000.0,4085000.0,95000.0,454000.0,151000.0,18078000.0,1579000.0,270000.0,1141000.0,1575000.0,578000.0,2759000.0,4473000.0,31116000.0,17808000.0,3086000.0,1.176,16.34,0.38,1.816,0.604,72.312,6.316,1.08,4.564,6.3,2.312,11.036,17.892,124.464,71.232,12.344,0.1437524103355187,0.13128294125208895,0.0030530916570253247,0.009448515233320479,0.0507455971204525,0.5809872734284612,0.008677207867335134,0.5723100655611261,0.08866820928139864,0.018575652397480397,0.05061704589278827,0.014590564339889447,0.004852808844324463,0.09917727214294897,0.03666923769121995
2012,ND,North Dakota,2718000.0,24081000.0,322000.0,13000.0,205000.0,517000.0,13336000.0,229000.0,1368000.0,552000.0,927000.0,1697000.0,27120000.0,44161000.0,288000.0,123000.0,10.872,96.324,1.288,0.052,0.82,2.068,53.344,0.916,5.472,2.208,3.708,6.788,108.48,176.644,1.152,0.492,0.6141165281583297,0.5453001517175788,0.007291501551142411,0.06154751930436358,0.30198591517402235,0.011707162428387038,0.0051855709789180495,0.006521591449468988,0.03842757183940581,0.020991372477978307,0.012499716944815562,0.00029437739181630853,0.004642105024795634,0.0027852630148773806,0.030977559384977694
2012,NE,Nebraska,1090000.0,20442000.0,326000.0,9000.0,252000.0,1470000.0,23677000.0,748000.0,258000.0,394000.0,907000.0,1562000.0,21857000.0,49167000.0,722000.0,344000.0,4.36,81.768,1.304,0.036,1.008,5.88,94.708,2.992,1.032,1.576,3.628,6.248,87.428,196.668,2.888,1.376,0.4445461386702463,0.4157666727683202,0.006630463522281205,0.022169341224805256,0.481562836862123,0.029898102385746538,0.015213456179958102,0.014684646205788436,0.03176927614050074,0.018447332560457216,0.008013504993186487,0.00018304960644334616,0.005125388980413692,0.0069965627351678975,0.0052474220513759225
2012,NH,New Hampshire,18000.0,73000.0,2000.0,3000.0,17000.0,4341000.0,116000.0,12000.0,151000.0,499000.0,86000.0,605000.0,93000.0,5730000.0,4329000.0,423000.0,0.072,0.292,0.008,0.012,0.068,17.364,0.464,0.048,0.604,1.996,0.344,2.42,0.372,22.92,17.316,1.692,0.016230366492146597,0.01273996509598604,0.00034904013961605586,0.0031413612565445027,0.02024432809773124,0.7575916230366492,0.0020942408376963353,0.7554973821989529,0.1055846422338569,0.0150087260034904,0.08708551483420593,0.0005235602094240838,0.002966841186736475,0.07382198952879582,0.026352530541012217
2012,NJ,New Jersey,29000.0,403000.0,16000.0,71000.0,30000.0,1116000.0,78000.0,11000.0,85000.0,945000.0,46000.0,1093000.0,449000.0,4707000.0,1105000.0,1885000.0,0.116,1.612,0.064,0.284,0.12,4.464,0.312,0.044,0.34,3.78,0.184,4.372,1.796,18.828,4.42,7.54,0.09538984491183344,0.08561716592309326,0.0033991926917357126,0.00616103675377098,0.0165710643722116,0.23709369024856597,0.0023369449755683024,0.23475674527299767,0.23220735075419588,0.009772678988740175,0.20076481835564053,0.015083917569577226,0.006373486297004461,0.40046738899511364,0.018058211174845976
2012,NM,New Mexico,534000.0,1183000.0,231000.0,3531000.0,75000.0,13278000.0,54344000.0,11914000.0,741000.0,2720000.0,456000.0,6782000.0,1948000.0,77631000.0,1364000.0,539000.0,2.136,4.732,0.924,14.124,0.3,53.112,217.376,47.656,2.964,10.88,1.824,27.128,7.792,310.524,5.456,2.156,0.02509306849068027,0.015238757712769384,0.0029756154113691697,0.006878695366541717,0.7000296273395937,0.17103991961973955,0.15346961909546444,0.017570300524275096,0.08736200744547926,0.005873942110754724,0.03503754943257204,0.045484407002357306,0.0009661088997951849,0.0069431026265280625,0.009545155929976427
2012,NV,Nevada,42000.0,478000.0,57000.0,4295000.0,27000.0,5417000.0,52329000.0,4394000.0,141000.0,6580000.0,373000.0,11276000.0,577000.0,70260000.0,1023000.0,520000.0,0.168,1.912,0.228,17.18,0.108,21.668,209.316,17.576,0.564,26.32,1.492,45.104,2.308,281.04,4.092,2.08,0.008212354113293482,0.006803302021064617,0.0008112724167378309,0.0005977796754910333,0.7447907771135781,0.07709934528892684,0.06253914033589525,0.014560204953031597,0.16048961001992598,0.005308852832337034,0.09365214916026189,0.061130088243666385,0.0003842869342442357,0.00740108169655565,0.0020068317677198974
2012,NY,New York,318000.0,3816000.0,113000.0,143000.0,137000.0,15920000.0,2397000.0,152000.0,882000.0,3355000.0,441000.0,4077000.0,4247000.0,30161000.0,15768000.0,2638000.0,1.272,15.264,0.452,0.572,0.548,63.68,9.588,0.608,3.528,13.42,1.764,16.308,16.988,120.644,63.072,10.552,0.14081098106826698,0.1265210039454925,0.0037465601273167335,0.010543416995457711,0.07947349225821425,0.5278339577600212,0.005039620702231358,0.5227943370577899,0.13517456317761348,0.014621531116342297,0.11123636484201452,0.004741222108020291,0.004542289711879579,0.0874639435031995,0.029243062232684594
2012,OH,Ohio,530000.0,10190000.0,109000.0,38000.0,309000.0,7864000.0,2144000.0,292000.0,1148000.0,419000.0,516000.0,1282000.0,10829000.0,26151000.0,7572000.0,2883000.0,2.12,40.76,0.436,0.152,1.236,31.456,8.576,1.168,4.592,1.676,2.064,5.128,43.316,104.604,30.288,11.532,0.4140950632862988,0.38966005124087033,0.0041681006462467975,0.020266911399181676,0.0819853925280104,0.3007150778172919,0.011165920997284999,0.28954915682000687,0.04902298191273756,0.01973155902259952,0.01602233184199457,0.001453099307865856,0.011815991740277618,0.11024435012045429,0.04389889487973691
2012,OK,Oklahoma,1123000.0,9155000.0,1011000.0,189000.0,319000.0,7656000.0,19756000.0,5698000.0,2593000.0,538000.0,704000.0,1750000.0,11290000.0,43901000.0,1958000.0,856000.0,4.492,36.62,4.044,0.756,1.276,30.624,79.024,22.792,10.372,2.152,2.816,7.0,45.16,175.604,7.832,3.424,0.25716954055716273,0.2085373909478144,0.02302908817566798,0.02558028290927314,0.45001252818842397,0.17439238286143824,0.12979203207216236,0.04460035078927587,0.03986241771258058,0.016036081182660988,0.012254846131067629,0.0043051411129587025,0.00726634928589326,0.0194984168925537,0.059064713787840825
2012,OR,Oregon,834000.0,3522000.0,308000.0,128000.0,119000.0,24116000.0,23863000.0,10060000.0,3919000.0,3446000.0,458000.0,4151000.0,4664000.0,61432000.0,14056000.0,719000.0,3.336,14.088,1.232,0.512,0.476,96.464,95.452,40.24,15.676,13.784,1.832,16.604,18.656,245.728,56.224,2.876,0.07592134392499024,0.057331683812996484,0.005013673655423883,0.013575986456569865,0.3884457611668186,0.3925641359552025,0.16375830186222165,0.22880583409298086,0.06757064721969007,0.00745539783826019,0.05609454356035942,0.002083604636020315,0.0019371011850501368,0.011703997916395365,0.06379411381690324
2012,PA,Pennsylvania,446000.0,3952000.0,119000.0,43000.0,203000.0,16242000.0,1287000.0,135000.0,770000.0,1924000.0,581000.0,2751000.0,4517000.0,28636000.0,16107000.0,3069000.0,1.784,15.808,0.476,0.172,0.812,64.968,5.148,0.54,3.08,7.696,2.324,11.004,18.068,114.544,64.428,12.276,0.1577385109652186,0.13800810169018018,0.004155608325185082,0.015574800949853331,0.0449434278530521,0.5671881547702193,0.004714345578991479,0.5624738091912278,0.09606788657633748,0.02028914652884481,0.0671881547702193,0.0015016063696046934,0.007088978907668669,0.10717278949573963,0.02688923033943288
2012,RI,Rhode Island,4000.0,19000.0,2000.0,3000.0,2000.0,290000.0,7000.0,2000.0,0.0,65000.0,11000.0,81000.0,25000.0,662000.0,288000.0,258000.0,0.016,0.076,0.008,0.012,0.008,1.16,0.028,0.008,0.0,0.26,0.044,0.324,0.1,2.648,1.152,1.032,0.0377643504531722,0.028700906344410877,0.0030211480362537764,0.006042296072507553,0.010574018126888218,0.4380664652567976,0.0030211480362537764,0.4350453172205438,0.12235649546827794,0.01661631419939577,0.09818731117824774,0.004531722054380665,0.0030211480362537764,0.38972809667673713,0.0
2012,SC,South Carolina,308000.0,1540000.0,55000.0,244000.0,81000.0,13025000.0,976000.0,182000.0,745000.0,247000.0,426000.0,998000.0,1904000.0,19239000.0,12843000.0,1591000.0,1.232,6.16,0.22,0.976,0.324,52.1,3.904,0.728,2.98,0.988,1.704,3.992,7.616,76.956,51.372,6.364,0.0989656427049223,0.08004574042309891,0.002858776443682104,0.016009148084619784,0.050730287436976974,0.6770102396174438,0.00945995114091169,0.6675502884765321,0.051873798014449815,0.02214252300015593,0.012838505119808722,0.012682571859244244,0.004210198035240917,0.08269660585269505,0.038723426373512136
2012,SD,South Dakota,1203000.0,17624000.0,528000.0,6000.0,193000.0,1789000.0,24972000.0,884000.0,334000.0,892000.0,825000.0,1916000.0,19356000.0,48519000.0,905000.0,152000.0,4.812,70.496,2.112,0.024,0.772,7.156,99.888,3.536,1.336,3.568,3.3,7.664,77.424,194.076,3.62,0.608,0.39893649910344403,0.3632391434283477,0.010882334755456625,0.024794410437148334,0.514684968775119,0.036872153177105876,0.01821966652239329,0.018652486654712586,0.03948968445351306,0.01700364805540098,0.01838455038232445,0.00012366289494837075,0.003977823120839259,0.003132793338692059,0.006883901152125971
2012,TN,Tennessee,374000.0,4479000.0,408000.0,174000.0,189000.0,13500000.0,3424000.0,737000.0,267000.0,1180000.0,476000.0,2018000.0,5261000.0,26390000.0,12763000.0,1920000.0,1.496,17.916,1.632,0.696,0.756,54.0,13.696,2.948,1.068,4.72,1.904,8.072,21.044,105.56,51.052,7.68,0.1993558165971959,0.16972338006820764,0.015460401667298219,0.014172034861690034,0.1297461159530125,0.5115574081091322,0.02792724516862448,0.48363016294050776,0.07646835922697992,0.01803713527851459,0.0447139067828723,0.006593406593406593,0.007161803713527852,0.07275483137552104,0.010117468738158393
2012,TX,Texas,4773000.0,21598000.0,2844000.0,493000.0,967000.0,14357000.0,104603000.0,5759000.0,6790000.0,3167000.0,1792000.0,6419000.0,29215000.0,167188000.0,8598000.0,5805000.0,19.092,86.392,11.376,1.972,3.868,57.428,418.412,23.036,27.16,12.668,7.168,25.676,116.86,668.752,34.392,23.22,0.17474340263655286,0.12918391272100868,0.01701079024810393,0.028548699667440246,0.6256609326028184,0.08587338804220399,0.03444625212335813,0.05142713591884585,0.03839390386869871,0.010718472617651985,0.018942747087111515,0.0029487762279589444,0.005783907935976267,0.034721391487427325,0.04061296265282197
2012,UT,Utah,246000.0,1090000.0,140000.0,1815000.0,59000.0,9810000.0,32774000.0,8187000.0,1870000.0,3798000.0,373000.0,6045000.0,1476000.0,52589000.0,1623000.0,614000.0,0.984,4.36,0.56,7.26,0.236,39.24,131.096,32.748,7.48,15.192,1.492,24.18,5.904,210.356,6.492,2.456,0.028066705965125786,0.020726767955275817,0.002662153682329004,0.004677784327520964,0.6232101770332199,0.18654091159748237,0.1556789442659111,0.03086196733157124,0.11494799292627736,0.0070927380250622755,0.07222042632489684,0.034512920953051016,0.001121907623267223,0.011675445435357205,0.035558767042537416
2012,VA,Virginia,205000.0,2636000.0,148000.0,413000.0,137000.0,15385000.0,2794000.0,472000.0,569000.0,898000.0,344000.0,1793000.0,2989000.0,25274000.0,14913000.0,1744000.0,0.82,10.544,0.592,1.652,0.548,61.54,11.176,1.888,2.276,3.592,1.376,7.172,11.956,101.096,59.652,6.976,0.11826382844029437,0.1042969059112131,0.005855820210492997,0.008111102318588272,0.11054838964944211,0.6087283374218565,0.018675318509139827,0.5900530189127167,0.07094247052306718,0.013610825354118858,0.03553058479069399,0.016340903695497348,0.005420590329983382,0.06900371923716071,0.022513254728179156
2012,VT,Vermont,19000.0,379000.0,15000.0,12000.0,30000.0,4476000.0,305000.0,37000.0,106000.0,369000.0,87000.0,498000.0,412000.0,5899000.0,4439000.0,101000.0,0.076,1.516,0.06,0.048,0.12,17.904,1.22,0.148,0.424,1.476,0.348,1.992,1.648,23.596,17.756,0.404,0.06984234616036616,0.06424817765723004,0.0025428038650618747,0.0032208848957450413,0.051703678589591455,0.7587726733344635,0.006272249533819291,0.7525004238006442,0.08442108832005425,0.014748262417358875,0.06255297508052213,0.0020342430920494998,0.0050856077301237495,0.017121546024749957,0.017969147313103916
2012,WA,Washington,1856000.0,5558000.0,125000.0,1355000.0,127000.0,18081000.0,7314000.0,4368000.0,444000.0,5572000.0,548000.0,7601000.0,7539000.0,42532000.0,13713000.0,1553000.0,7.424,22.232,0.5,5.42,0.508,72.324,29.256,17.472,1.776,22.288,2.192,30.404,30.156,170.128,54.852,6.212,0.1772547728768927,0.13067807768268597,0.0029389636038747295,0.043637731590331984,0.17196463838991818,0.4251152073732719,0.10269914417379855,0.32241606319947336,0.17871249882441456,0.012884416439386814,0.13100724160631994,0.03185836546600207,0.0029859870215367254,0.03651368381453964,0.01043919872096304
2012,WI,Wisconsin,607000.0,9301000.0,164000.0,142000.0,311000.0,16727000.0,2864000.0,769000.0,1422000.0,961000.0,930000.0,2344000.0,10071000.0,34661000.0,15958000.0,1234000.0,2.428,37.204,0.656,0.568,1.244,66.908,11.456,3.076,5.688,3.844,3.72,9.376,40.284,138.644,63.832,4.936,0.2905571102968755,0.2683419405095064,0.004731542656011079,0.017512478001211737,0.08262889126107152,0.4825885000432763,0.022186318917515362,0.4604021811257609,0.06762643893713395,0.026831308963965263,0.027725685929430772,0.0040968235192291045,0.008972620524508814,0.03560197339949799,0.0410259369319985
2012,WV,West Virginia,42000.0,685000.0,54000.0,4000.0,47000.0,11780000.0,1351000.0,550000.0,10000.0,784000.0,208000.0,1043000.0,781000.0,15384000.0,11230000.0,420000.0,0.168,2.74,0.216,0.016,0.188,47.12,5.404,2.2,0.04,3.136,0.832,4.172,3.124,61.536,44.92,1.68,0.050767030681227246,0.044526781071242846,0.0035101404056162248,0.002730109204368175,0.08781851274050963,0.765730629225169,0.035751430057202285,0.7299791991679667,0.06779771190847633,0.013520540821632865,0.05096203848153926,0.00026001040041601667,0.0030551222048881953,0.027301092043681748,0.0006500260010400416
2012,WY,Wyoming,207000.0,1523000.0,256000.0,17000.0,47000.0,7002000.0,46086000.0,6022000.0,597000.0,5861000.0,416000.0,6340000.0,1986000.0,62140000.0,980000.0,128000.0,0.828,6.092,1.024,0.068,0.188,28.008,184.344,24.088,2.388,23.444,1.664,25.36,7.944,248.56,3.92,0.512,0.03196009011908593,0.024509172835532667,0.004119729642742195,0.003331187640811072,0.7416478918570969,0.11268104280656582,0.09691020276794335,0.015770840038622464,0.10202767943353717,0.0066945606694560665,0.09431927904731252,0.0002735757965883489,0.0007563566140971999,0.0020598648213710977,0.009607338268426134
